错误: missing newline in C:\Users\V3-572G\Desktop\test1\pd.dat	[MsgId: MERR-13874]
Action.c(23): 在“http://127.0.0.1:1080/WebTours/welcome.pl?signOff=true”中检测到非资源“http://127.0.0.1:1080/WebTours/nav.pl?in=home”  	[MsgId: MMSG-26574]
Action.c(23): 在“http://127.0.0.1:1080/WebTours/welcome.pl?signOff=true”中检测到非资源“http://127.0.0.1:1080/WebTours/home.html”  	[MsgId: MMSG-26574]
Action.c(23): 在“http://127.0.0.1:1080/WebTours/welcome.pl?signOff=true”中检测到非资源“http://127.0.0.1:1080/WebTours/nav.pl?in=home”  	[MsgId: MMSG-26574]
Action.c(23): 在“http://127.0.0.1:1080/WebTours/welcome.pl?signOff=true”中检测到非资源“http://127.0.0.1:1080/WebTours/home.html”  	[MsgId: MMSG-26574]
Action.c(23): 注册的 web_reg_find 对于“Text=wyx”成功  	[MsgId: MMSG-26362]
Action.c(23): 通知: 保存参数“postst = 0”。	[MsgId: MMSG-13798]
Action.c(23): web_url("WebTours") 最高严重级别为“warning”，6854 个正文字节，1948 个标头字节  	[MsgId: MMSG-26388]
Action.c(23): 注册的 web_reg_find 对于“Text=wyx”成功  	[MsgId: MMSG-26362]
Action.c(23): 通知: 保存参数“postst = 0”。	[MsgId: MMSG-13798]
Action.c(23): web_url("WebTours") 最高严重级别为“warning”，6854 个正文字节，1948 个标头字节  	[MsgId: MMSG-26388]
Action.c(23): 在 HTML“http://127.0.0.1:1080/WebTours/nav.pl?in=home”中找到资源“http://127.0.0.1:1080/WebTours/images/mer_login.gif”  	[MsgId: MMSG-26659]
Action.c(23): 注册的 web_reg_find 对于“Text=wyx”成功  	[MsgId: MMSG-26362]
Action.c(23): 通知: 保存参数“postst = 0”。	[MsgId: MMSG-13798]
Action.c(23): web_url("WebTours") 最高严重级别为“warning”，6854 个正文字节，1948 个标头字节  	[MsgId: MMSG-26388]
Action.c(23): 在 HTML“http://127.0.0.1:1080/WebTours/nav.pl?in=home”中找到资源“http://127.0.0.1:1080/WebTours/images/mer_login.gif”  	[MsgId: MMSG-26659]
Action.c(23): 在 HTML“http://127.0.0.1:1080/WebTours/nav.pl?in=home”中找到资源“http://127.0.0.1:1080/WebTours/images/mer_login.gif”  	[MsgId: MMSG-26659]
Action.c(23): 注册的 web_reg_find 对于“Text=wyx”成功  	[MsgId: MMSG-26362]
Action.c(23): 通知: 保存参数“postst = 0”。	[MsgId: MMSG-13798]
Action.c(23): web_url("WebTours") 最高严重级别为“warning”，6854 个正文字节，1948 个标头字节  	[MsgId: MMSG-26388]
Action.c(23): 注册的 web_reg_find 对于“Text=wyx”成功  	[MsgId: MMSG-26362]
Action.c(23): 通知: 保存参数“postst = 0”。	[MsgId: MMSG-13798]
Action.c(23): web_url("WebTours") 最高严重级别为“warning”，6854 个正文字节，1948 个标头字节  	[MsgId: MMSG-26388]
Action.c(23): 在 HTML“http://127.0.0.1:1080/WebTours/nav.pl?in=home”中找到资源“http://127.0.0.1:1080/WebTours/images/mer_login.gif”  	[MsgId: MMSG-26659]
Action.c(23): 在 HTML“http://127.0.0.1:1080/WebTours/nav.pl?in=home”中找到资源“http://127.0.0.1:1080/WebTours/images/mer_login.gif”  	[MsgId: MMSG-26659]
Action.c(36): web_submit_data("login.pl") 已成功，795 个正文字节，225 个标头字节  	[MsgId: MMSG-26386]
Action.c(52): 通知: 参数替换:参数“postst”=“0”	[MsgId: MMSG-13992]
Action.c(57): 通知: 事务 "test" 以 "Fail" 状态结束 (持续时间: 1.6937 浪费的时间: 0.0002)。	[MsgId: MMSG-16871]
正在结束操作 Action。	[MsgId: MMSG-15918]
正在结束迭代 1。	[MsgId: MMSG-15965]
为迭代步等待 5.0000 秒。	[MsgId: MMSG-15996]
Action.c(36): web_submit_data("login.pl") 已成功，795 个正文字节，225 个标头字节  	[MsgId: MMSG-26386]
Action.c(52): 通知: 参数替换:参数“postst”=“0”	[MsgId: MMSG-13992]
Action.c(57): 通知: 事务 "test" 以 "Fail" 状态结束 (持续时间: 1.6954 浪费的时间: 0.0003)。	[MsgId: MMSG-16871]
正在结束操作 Action。	[MsgId: MMSG-15918]
正在结束迭代 1。	[MsgId: MMSG-15965]
为迭代步等待 5.0000 秒。	[MsgId: MMSG-15996]
Action.c(36): web_submit_data("login.pl") 已成功，795 个正文字节，225 个标头字节  	[MsgId: MMSG-26386]
Action.c(52): 通知: 参数替换:参数“postst”=“0”	[MsgId: MMSG-13992]
Action.c(57): 通知: 事务 "test" 以 "Fail" 状态结束 (持续时间: 1.6967 浪费的时间: 0.0002)。	[MsgId: MMSG-16871]
正在结束操作 Action。	[MsgId: MMSG-15918]
正在结束迭代 1。	[MsgId: MMSG-15965]
为迭代步等待 5.0000 秒。	[MsgId: MMSG-15996]
Action.c(36): web_submit_data("login.pl") 已成功，795 个正文字节，225 个标头字节  	[MsgId: MMSG-26386]
Action.c(52): 通知: 参数替换:参数“postst”=“0”	[MsgId: MMSG-13992]
Action.c(57): 通知: 事务 "test" 以 "Fail" 状态结束 (持续时间: 1.7055 浪费的时间: 0.0002)。	[MsgId: MMSG-16871]
正在结束操作 Action。	[MsgId: MMSG-15918]
正在结束迭代 1。	[MsgId: MMSG-15965]
为迭代步等待 5.0000 秒。	[MsgId: MMSG-15996]
Action.c(23): 在 HTML“http://127.0.0.1:1080/WebTours/nav.pl?in=home”中找到资源“http://127.0.0.1:1080/WebTours/images/mer_login.gif”  	[MsgId: MMSG-26659]
Action.c(23): 在 HTML“http://127.0.0.1:1080/WebTours/nav.pl?in=home”中找到资源“http://127.0.0.1:1080/WebTours/images/mer_login.gif”  	[MsgId: MMSG-26659]
Action.c(23): 在 HTML“http://127.0.0.1:1080/WebTours/nav.pl?in=home”中找到资源“http://127.0.0.1:1080/WebTours/images/mer_login.gif”  	[MsgId: MMSG-26659]
Action.c(36): web_submit_data("login.pl") 已成功，795 个正文字节，225 个标头字节  	[MsgId: MMSG-26386]
Action.c(52): 通知: 参数替换:参数“postst”=“0”	[MsgId: MMSG-13992]
Action.c(57): 通知: 事务 "test" 以 "Fail" 状态结束 (持续时间: 1.7066 浪费的时间: 0.0013)。	[MsgId: MMSG-16871]
正在结束操作 Action。	[MsgId: MMSG-15918]
正在结束迭代 1。	[MsgId: MMSG-15965]
为迭代步等待 5.0000 秒。	[MsgId: MMSG-15996]
Action.c(23): 注册的 web_reg_find 对于“Text=wyx”成功  	[MsgId: MMSG-26362]
Action.c(23): 通知: 保存参数“postst = 0”。	[MsgId: MMSG-13798]
Action.c(23): web_url("WebTours") 最高严重级别为“warning”，6854 个正文字节，1948 个标头字节  	[MsgId: MMSG-26388]
Action.c(23): 注册的 web_reg_find 对于“Text=wyx”成功  	[MsgId: MMSG-26362]
Action.c(23): 通知: 保存参数“postst = 0”。	[MsgId: MMSG-13798]
Action.c(23): web_url("WebTours") 最高严重级别为“warning”，6854 个正文字节，1948 个标头字节  	[MsgId: MMSG-26388]
Action.c(23): 注册的 web_reg_find 对于“Text=wyx”成功  	[MsgId: MMSG-26362]
Action.c(23): 通知: 保存参数“postst = 0”。	[MsgId: MMSG-13798]
Action.c(23): web_url("WebTours") 最高严重级别为“warning”，6854 个正文字节，1948 个标头字节  	[MsgId: MMSG-26388]
Action.c(23): 注册的 web_reg_find 对于“Text=wyx”成功  	[MsgId: MMSG-26362]
Action.c(23): 通知: 保存参数“postst = 0”。	[MsgId: MMSG-13798]
Action.c(23): web_url("WebTours") 最高严重级别为“warning”，6854 个正文字节，1948 个标头字节  	[MsgId: MMSG-26388]
Action.c(23): 注册的 web_reg_find 对于“Text=wyx”成功  	[MsgId: MMSG-26362]
Action.c(23): 通知: 保存参数“postst = 0”。	[MsgId: MMSG-13798]
Action.c(23): web_url("WebTours") 最高严重级别为“warning”，6854 个正文字节，1948 个标头字节  	[MsgId: MMSG-26388]
Action.c(36): web_submit_data("login.pl") 已成功，795 个正文字节，225 个标头字节  	[MsgId: MMSG-26386]
Action.c(52): 通知: 参数替换:参数“postst”=“0”	[MsgId: MMSG-13992]
Action.c(57): 通知: 事务 "test" 以 "Fail" 状态结束 (持续时间: 1.9250 浪费的时间: 0.0002)。	[MsgId: MMSG-16871]
正在结束操作 Action。	[MsgId: MMSG-15918]
正在结束迭代 1。	[MsgId: MMSG-15965]
为迭代步等待 5.0000 秒。	[MsgId: MMSG-15996]
Action.c(36): web_submit_data("login.pl") 已成功，795 个正文字节，225 个标头字节  	[MsgId: MMSG-26386]
Action.c(52): 通知: 参数替换:参数“postst”=“0”	[MsgId: MMSG-13992]
Action.c(57): 通知: 事务 "test" 以 "Fail" 状态结束 (持续时间: 1.9365 浪费的时间: 0.0003)。	[MsgId: MMSG-16871]
正在结束操作 Action。	[MsgId: MMSG-15918]
正在结束迭代 1。	[MsgId: MMSG-15965]
为迭代步等待 5.0000 秒。	[MsgId: MMSG-15996]
Action.c(36): web_submit_data("login.pl") 已成功，795 个正文字节，225 个标头字节  	[MsgId: MMSG-26386]
Action.c(52): 通知: 参数替换:参数“postst”=“0”	[MsgId: MMSG-13992]
Action.c(57): 通知: 事务 "test" 以 "Fail" 状态结束 (持续时间: 1.9378 浪费的时间: 0.0002)。	[MsgId: MMSG-16871]
正在结束操作 Action。	[MsgId: MMSG-15918]
正在结束迭代 1。	[MsgId: MMSG-15965]
为迭代步等待 5.0000 秒。	[MsgId: MMSG-15996]
Action.c(36): web_submit_data("login.pl") 已成功，795 个正文字节，225 个标头字节  	[MsgId: MMSG-26386]
Action.c(52): 通知: 参数替换:参数“postst”=“0”	[MsgId: MMSG-13992]
Action.c(57): 通知: 事务 "test" 以 "Fail" 状态结束 (持续时间: 1.9396 浪费的时间: 0.0002)。	[MsgId: MMSG-16871]
正在结束操作 Action。	[MsgId: MMSG-15918]
正在结束迭代 1。	[MsgId: MMSG-15965]
为迭代步等待 5.0000 秒。	[MsgId: MMSG-15996]
Action.c(36): web_submit_data("login.pl") 已成功，795 个正文字节，225 个标头字节  	[MsgId: MMSG-26386]
Action.c(52): 通知: 参数替换:参数“postst”=“0”	[MsgId: MMSG-13992]
Action.c(57): 通知: 事务 "test" 以 "Fail" 状态结束 (持续时间: 2.1348 浪费的时间: 0.0002)。	[MsgId: MMSG-16871]
正在结束操作 Action。	[MsgId: MMSG-15918]
正在结束迭代 1。	[MsgId: MMSG-15965]
为迭代步等待 5.0000 秒。	[MsgId: MMSG-15996]
正在开始迭代 2。	[MsgId: MMSG-15968]
错误: 参数“pd”: 找不到要从中提取下一个值的行号。该参数定义为使用与参数“username”相同的行。	[MsgId: MERR-13894]
通知: 参数 pd = 1 [表 = pd] 的下一行。	[MsgId: MMSG-13876]
通知: 正在获取参数“pd”的新值:表 =“pd.dat”列 =“0”行 =“1”。	[MsgId: MMSG-13877]
正在开始操作 Action。	[MsgId: MMSG-15919]
Action.c(4): 集合 test	[MsgId: MMSG-17988]
正在开始迭代 2。	[MsgId: MMSG-15968]
错误: 参数“pd”: 找不到要从中提取下一个值的行号。该参数定义为使用与参数“username”相同的行。	[MsgId: MERR-13894]
通知: 参数 pd = 1 [表 = pd] 的下一行。	[MsgId: MMSG-13876]
通知: 正在获取参数“pd”的新值:表 =“pd.dat”列 =“0”行 =“1”。	[MsgId: MMSG-13877]
正在开始操作 Action。	[MsgId: MMSG-15919]
Action.c(4): 集合 test	[MsgId: MMSG-17988]
正在开始迭代 2。	[MsgId: MMSG-15968]
错误: 参数“pd”: 找不到要从中提取下一个值的行号。该参数定义为使用与参数“username”相同的行。	[MsgId: MERR-13894]
通知: 参数 pd = 1 [表 = pd] 的下一行。	[MsgId: MMSG-13876]
通知: 正在获取参数“pd”的新值:表 =“pd.dat”列 =“0”行 =“1”。	[MsgId: MMSG-13877]
正在开始操作 Action。	[MsgId: MMSG-15919]
Action.c(4): 集合 test	[MsgId: MMSG-17988]
正在开始迭代 2。	[MsgId: MMSG-15968]
错误: 参数“pd”: 找不到要从中提取下一个值的行号。该参数定义为使用与参数“username”相同的行。	[MsgId: MERR-13894]
通知: 参数 pd = 1 [表 = pd] 的下一行。	[MsgId: MMSG-13876]
通知: 正在获取参数“pd”的新值:表 =“pd.dat”列 =“0”行 =“1”。	[MsgId: MMSG-13877]
正在开始操作 Action。	[MsgId: MMSG-15919]
Action.c(4): 集合 test	[MsgId: MMSG-17988]
正在开始迭代 2。	[MsgId: MMSG-15968]
错误: 参数“pd”: 找不到要从中提取下一个值的行号。该参数定义为使用与参数“username”相同的行。	[MsgId: MERR-13894]
通知: 参数 pd = 1 [表 = pd] 的下一行。	[MsgId: MMSG-13876]
通知: 正在获取参数“pd”的新值:表 =“pd.dat”列 =“0”行 =“1”。	[MsgId: MMSG-13877]
正在开始操作 Action。	[MsgId: MMSG-15919]
Action.c(4): 集合 test	[MsgId: MMSG-17988]
正在开始迭代 2。	[MsgId: MMSG-15968]
错误: 参数“pd”: 找不到要从中提取下一个值的行号。该参数定义为使用与参数“username”相同的行。	[MsgId: MERR-13894]
通知: 参数 pd = 1 [表 = pd] 的下一行。	[MsgId: MMSG-13876]
通知: 正在获取参数“pd”的新值:表 =“pd.dat”列 =“0”行 =“1”。	[MsgId: MMSG-13877]
正在开始操作 Action。	[MsgId: MMSG-15919]
Action.c(4): 集合 test	[MsgId: MMSG-17988]
正在开始迭代 2。	[MsgId: MMSG-15968]
错误: 参数“pd”: 找不到要从中提取下一个值的行号。该参数定义为使用与参数“username”相同的行。	[MsgId: MERR-13894]
通知: 参数 pd = 1 [表 = pd] 的下一行。	[MsgId: MMSG-13876]
通知: 正在获取参数“pd”的新值:表 =“pd.dat”列 =“0”行 =“1”。	[MsgId: MMSG-13877]
正在开始操作 Action。	[MsgId: MMSG-15919]
Action.c(4): 集合 test	[MsgId: MMSG-17988]
正在开始迭代 2。	[MsgId: MMSG-15968]
错误: 参数“pd”: 找不到要从中提取下一个值的行号。该参数定义为使用与参数“username”相同的行。	[MsgId: MERR-13894]
通知: 参数 pd = 1 [表 = pd] 的下一行。	[MsgId: MMSG-13876]
通知: 正在获取参数“pd”的新值:表 =“pd.dat”列 =“0”行 =“1”。	[MsgId: MMSG-13877]
正在开始操作 Action。	[MsgId: MMSG-15919]
Action.c(4): 集合 test	[MsgId: MMSG-17988]
正在开始迭代 2。	[MsgId: MMSG-15968]
错误: 参数“pd”: 找不到要从中提取下一个值的行号。该参数定义为使用与参数“username”相同的行。	[MsgId: MERR-13894]
通知: 参数 pd = 1 [表 = pd] 的下一行。	[MsgId: MMSG-13876]
通知: 正在获取参数“pd”的新值:表 =“pd.dat”列 =“0”行 =“1”。	[MsgId: MMSG-13877]
正在开始操作 Action。	[MsgId: MMSG-15919]
Action.c(4): 集合 test	[MsgId: MMSG-17988]
正在开始迭代 2。	[MsgId: MMSG-15968]
错误: 参数“pd”: 找不到要从中提取下一个值的行号。该参数定义为使用与参数“username”相同的行。	[MsgId: MERR-13894]
通知: 参数 pd = 1 [表 = pd] 的下一行。	[MsgId: MMSG-13876]
通知: 正在获取参数“pd”的新值:表 =“pd.dat”列 =“0”行 =“1”。	[MsgId: MMSG-13877]
正在开始操作 Action。	[MsgId: MMSG-15919]
Action.c(4): 集合 test	[MsgId: MMSG-17988]
Action.c(6): 通知: 事务 "test" 已启动。	[MsgId: MMSG-16999]
Action.c(8): 注册 web_reg_find 成功  	[MsgId: MMSG-26390]
Action.c(13): web_add_cookie 已成功  	[MsgId: MMSG-26392]
Action.c(15): web_add_cookie 已成功  	[MsgId: MMSG-26392]
Action.c(17): web_add_cookie 已成功  	[MsgId: MMSG-26392]
Action.c(19): web_add_cookie 已成功  	[MsgId: MMSG-26392]
Action.c(21): web_add_cookie 已成功  	[MsgId: MMSG-26392]
Action.c(6): 通知: 事务 "test" 已启动。	[MsgId: MMSG-16999]
Action.c(8): 注册 web_reg_find 成功  	[MsgId: MMSG-26390]
Action.c(13): web_add_cookie 已成功  	[MsgId: MMSG-26392]
Action.c(15): web_add_cookie 已成功  	[MsgId: MMSG-26392]
Action.c(17): web_add_cookie 已成功  	[MsgId: MMSG-26392]
Action.c(19): web_add_cookie 已成功  	[MsgId: MMSG-26392]
Action.c(21): web_add_cookie 已成功  	[MsgId: MMSG-26392]
Action.c(6): 通知: 事务 "test" 已启动。	[MsgId: MMSG-16999]
Action.c(8): 注册 web_reg_find 成功  	[MsgId: MMSG-26390]
Action.c(13): web_add_cookie 已成功  	[MsgId: MMSG-26392]
Action.c(15): web_add_cookie 已成功  	[MsgId: MMSG-26392]
Action.c(17): web_add_cookie 已成功  	[MsgId: MMSG-26392]
Action.c(19): web_add_cookie 已成功  	[MsgId: MMSG-26392]
Action.c(21): web_add_cookie 已成功  	[MsgId: MMSG-26392]
Action.c(6): 通知: 事务 "test" 已启动。	[MsgId: MMSG-16999]
Action.c(8): 注册 web_reg_find 成功  	[MsgId: MMSG-26390]
Action.c(13): web_add_cookie 已成功  	[MsgId: MMSG-26392]
Action.c(15): web_add_cookie 已成功  	[MsgId: MMSG-26392]
Action.c(17): web_add_cookie 已成功  	[MsgId: MMSG-26392]
Action.c(19): web_add_cookie 已成功  	[MsgId: MMSG-26392]
Action.c(21): web_add_cookie 已成功  	[MsgId: MMSG-26392]
Action.c(6): 通知: 事务 "test" 已启动。	[MsgId: MMSG-16999]
Action.c(8): 注册 web_reg_find 成功  	[MsgId: MMSG-26390]
Action.c(6): 通知: 事务 "test" 已启动。	[MsgId: MMSG-16999]
Action.c(8): 注册 web_reg_find 成功  	[MsgId: MMSG-26390]
Action.c(13): web_add_cookie 已成功  	[MsgId: MMSG-26392]
Action.c(15): web_add_cookie 已成功  	[MsgId: MMSG-26392]
Action.c(17): web_add_cookie 已成功  	[MsgId: MMSG-26392]
Action.c(19): web_add_cookie 已成功  	[MsgId: MMSG-26392]
Action.c(21): web_add_cookie 已成功  	[MsgId: MMSG-26392]
Action.c(6): 通知: 事务 "test" 已启动。	[MsgId: MMSG-16999]
Action.c(8): 注册 web_reg_find 成功  	[MsgId: MMSG-26390]
Action.c(13): web_add_cookie 已成功  	[MsgId: MMSG-26392]
Action.c(15): web_add_cookie 已成功  	[MsgId: MMSG-26392]
Action.c(17): web_add_cookie 已成功  	[MsgId: MMSG-26392]
Action.c(19): web_add_cookie 已成功  	[MsgId: MMSG-26392]
Action.c(21): web_add_cookie 已成功  	[MsgId: MMSG-26392]
Action.c(6): 通知: 事务 "test" 已启动。	[MsgId: MMSG-16999]
Action.c(8): 注册 web_reg_find 成功  	[MsgId: MMSG-26390]
Action.c(13): web_add_cookie 已成功  	[MsgId: MMSG-26392]
Action.c(15): web_add_cookie 已成功  	[MsgId: MMSG-26392]
Action.c(17): web_add_cookie 已成功  	[MsgId: MMSG-26392]
Action.c(19): web_add_cookie 已成功  	[MsgId: MMSG-26392]
Action.c(21): web_add_cookie 已成功  	[MsgId: MMSG-26392]
Action.c(6): 通知: 事务 "test" 已启动。	[MsgId: MMSG-16999]
Action.c(8): 注册 web_reg_find 成功  	[MsgId: MMSG-26390]
Action.c(13): web_add_cookie 已成功  	[MsgId: MMSG-26392]
Action.c(15): web_add_cookie 已成功  	[MsgId: MMSG-26392]
Action.c(17): web_add_cookie 已成功  	[MsgId: MMSG-26392]
Action.c(19): web_add_cookie 已成功  	[MsgId: MMSG-26392]
Action.c(21): web_add_cookie 已成功  	[MsgId: MMSG-26392]
Action.c(23): 在“http://127.0.0.1:1080/WebTours/”中检测到非资源“http://127.0.0.1:1080/WebTours/header.html”  	[MsgId: MMSG-26574]
Action.c(23): 在“http://127.0.0.1:1080/WebTours/”中检测到非资源“http://127.0.0.1:1080/WebTours/welcome.pl?signOff=true”  	[MsgId: MMSG-26574]
Action.c(23): 正在下载资源“http://www.bing.com/favicon.ico”(由参数编号 10 指定)  	[MsgId: MMSG-26577]
Action.c(23): 正在下载资源“http://127.0.0.1:1080/favicon.ico”(由参数编号 13 指定)  	[MsgId: MMSG-26577]
Action.c(13): web_add_cookie 已成功  	[MsgId: MMSG-26392]
Action.c(15): web_add_cookie 已成功  	[MsgId: MMSG-26392]
Action.c(17): web_add_cookie 已成功  	[MsgId: MMSG-26392]
Action.c(19): web_add_cookie 已成功  	[MsgId: MMSG-26392]
Action.c(21): web_add_cookie 已成功  	[MsgId: MMSG-26392]
Action.c(6): 通知: 事务 "test" 已启动。	[MsgId: MMSG-16999]
Action.c(8): 注册 web_reg_find 成功  	[MsgId: MMSG-26390]
Action.c(13): web_add_cookie 已成功  	[MsgId: MMSG-26392]
Action.c(15): web_add_cookie 已成功  	[MsgId: MMSG-26392]
Action.c(17): web_add_cookie 已成功  	[MsgId: MMSG-26392]
Action.c(19): web_add_cookie 已成功  	[MsgId: MMSG-26392]
Action.c(21): web_add_cookie 已成功  	[MsgId: MMSG-26392]
Action.c(23): 在“http://127.0.0.1:1080/WebTours/”中检测到非资源“http://127.0.0.1:1080/WebTours/header.html”  	[MsgId: MMSG-26574]
Action.c(23): 在“http://127.0.0.1:1080/WebTours/”中检测到非资源“http://127.0.0.1:1080/WebTours/welcome.pl?signOff=true”  	[MsgId: MMSG-26574]
